"Solve the following logic puzzle: 
The people use 5 different means of transport: motorbike, subway, train, snowmobile, quad-bike
The people prefer 5 different music-genres: trance, rock, ambient, folk, reggae
House: ranch-style, wooden, gothic-revival, palace, futuristic
The people have 5 different jobs:  motorbikemaster, mechanic, architect, bartender, librarian
The people's birthday is in 5 different months: june, may, september, february, july
1. the fan of trance is the person driving the train
2. the fan of reggae is the person who's birthday is in september
3. the fan of rock is the palace house
4. the person driving the subway is on the left of the person driving the snowmobile
5. the person driving the subway is the wooden house
6. the architect is the person who's birthday is in may
7. the person driving the quad-bike is the mechanic
8. the gothic-revival house is in the middle
9. the fan of folk is on the far left
10. the librarian is on the left or right of the person who's birthday is in june
11. the person who's birthday is in julys is on the left or right of the mechanic
12. the motorbikemaster is the ranch-style house
13. the fan of ambient is the bartender
14. the fan of folk is on the left or right of the person driving the motorbike
15. the librarian is on the left or right of the futuristic house 

 After solving tell me where is **motorbike**. Give the answer in the format **motorbike:Num**."	motorbike	motorbike:2	2
"Solve the following logic puzzle: 
The people use 5 different means of transport: motorbike, subway, train, snowmobile, quad-bike
The people prefer 5 different music-genres: trance, rock, ambient, folk, reggae
House: ranch-style, wooden, gothic-revival, palace, futuristic
The people have 5 different jobs:  motorbikemaster, mechanic, architect, bartender, librarian
The people's birthday is in 5 different months: june, may, september, february, july
1. the fan of trance is the person driving the train
2. the fan of reggae is the person who's birthday is in september
3. the fan of rock is the palace house
4. the person driving the subway is on the left of the person driving the snowmobile
5. the person driving the subway is the wooden house
6. the architect is the person who's birthday is in may
7. the person driving the quad-bike is the mechanic
8. the gothic-revival house is in the middle
9. the fan of folk is on the far left
10. the librarian is on the left or right of the person who's birthday is in june
11. the person who's birthday is in julys is on the left or right of the mechanic
12. the motorbikemaster is the ranch-style house
13. the fan of ambient is the bartender
14. the fan of folk is on the left or right of the person driving the motorbike
15. the librarian is on the left or right of the futuristic house 

 After solving tell me where is **subway**. Give the answer in the format **subway:Num**."	subway	subway:4	3
"Solve the following logic puzzle: 
The people use 5 different means of transport: motorbike, subway, train, snowmobile, quad-bike
The people prefer 5 different music-genres: trance, rock, ambient, folk, reggae
House: ranch-style, wooden, gothic-revival, palace, futuristic
The people have 5 different jobs:  motorbikemaster, mechanic, architect, bartender, librarian
The people's birthday is in 5 different months: june, may, september, february, july
1. the fan of trance is the person driving the train
2. the fan of reggae is the person who's birthday is in september
3. the fan of rock is the palace house
4. the person driving the subway is on the left of the person driving the snowmobile
5. the person driving the subway is the wooden house
6. the architect is the person who's birthday is in may
7. the person driving the quad-bike is the mechanic
8. the gothic-revival house is in the middle
9. the fan of folk is on the far left
10. the librarian is on the left or right of the person who's birthday is in june
11. the person who's birthday is in julys is on the left or right of the mechanic
12. the motorbikemaster is the ranch-style house
13. the fan of ambient is the bartender
14. the fan of folk is on the left or right of the person driving the motorbike
15. the librarian is on the left or right of the futuristic house 

 After solving tell me where is **train**. Give the answer in the format **train:Num**."	train	train:3	4
"Solve the following logic puzzle: 
The people use 5 different means of transport: motorbike, subway, train, snowmobile, quad-bike
The people prefer 5 different music-genres: trance, rock, ambient, folk, reggae
House: ranch-style, wooden, gothic-revival, palace, futuristic
The people have 5 different jobs:  motorbikemaster, mechanic, architect, bartender, librarian
The people's birthday is in 5 different months: june, may, september, february, july
1. the fan of trance is the person driving the train
2. the fan of reggae is the person who's birthday is in september
3. the fan of rock is the palace house
4. the person driving the subway is on the left of the person driving the snowmobile
5. the person driving the subway is the wooden house
6. the architect is the person who's birthday is in may
7. the person driving the quad-bike is the mechanic
8. the gothic-revival house is in the middle
9. the fan of folk is on the far left
10. the librarian is on the left or right of the person who's birthday is in june
11. the person who's birthday is in julys is on the left or right of the mechanic
12. the motorbikemaster is the ranch-style house
13. the fan of ambient is the bartender
14. the fan of folk is on the left or right of the person driving the motorbike
15. the librarian is on the left or right of the futuristic house 

 After solving tell me where is **snowmobile**. Give the answer in the format **snowmobile:Num**."	snowmobile	snowmobile:5	3
"Solve the following logic puzzle: 
The people use 5 different means of transport: motorbike, subway, train, snowmobile, quad-bike
The people prefer 5 different music-genres: trance, rock, ambient, folk, reggae
House: ranch-style, wooden, gothic-revival, palace, futuristic
The people have 5 different jobs:  motorbikemaster, mechanic, architect, bartender, librarian
The people's birthday is in 5 different months: june, may, september, february, july
1. the fan of trance is the person driving the train
2. the fan of reggae is the person who's birthday is in september
3. the fan of rock is the palace house
4. the person driving the subway is on the left of the person driving the snowmobile
5. the person driving the subway is the wooden house
6. the architect is the person who's birthday is in may
7. the person driving the quad-bike is the mechanic
8. the gothic-revival house is in the middle
9. the fan of folk is on the far left
10. the librarian is on the left or right of the person who's birthday is in june
11. the person who's birthday is in julys is on the left or right of the mechanic
12. the motorbikemaster is the ranch-style house
13. the fan of ambient is the bartender
14. the fan of folk is on the left or right of the person driving the motorbike
15. the librarian is on the left or right of the futuristic house 

 After solving tell me where is **quad-bike**. Give the answer in the format **quad-bike:Num**."	quad-bike	quad-bike:1	4
"Solve the following logic puzzle: 
The people use 5 different means of transport: motorbike, subway, train, snowmobile, quad-bike
The people prefer 5 different music-genres: trance, rock, ambient, folk, reggae
House: ranch-style, wooden, gothic-revival, palace, futuristic
The people have 5 different jobs:  motorbikemaster, mechanic, architect, bartender, librarian
The people's birthday is in 5 different months: june, may, september, february, july
1. the fan of trance is the person driving the train
2. the fan of reggae is the person who's birthday is in september
3. the fan of rock is the palace house
4. the person driving the subway is on the left of the person driving the snowmobile
5. the person driving the subway is the wooden house
6. the architect is the person who's birthday is in may
7. the person driving the quad-bike is the mechanic
8. the gothic-revival house is in the middle
9. the fan of folk is on the far left
10. the librarian is on the left or right of the person who's birthday is in june
11. the person who's birthday is in julys is on the left or right of the mechanic
12. the motorbikemaster is the ranch-style house
13. the fan of ambient is the bartender
14. the fan of folk is on the left or right of the person driving the motorbike
15. the librarian is on the left or right of the futuristic house 

 After solving tell me where is **trance**. Give the answer in the format **trance:Num**."	trance	trance:3	4
"Solve the following logic puzzle: 
The people use 5 different means of transport: motorbike, subway, train, snowmobile, quad-bike
The people prefer 5 different music-genres: trance, rock, ambient, folk, reggae
House: ranch-style, wooden, gothic-revival, palace, futuristic
The people have 5 different jobs:  motorbikemaster, mechanic, architect, bartender, librarian
The people's birthday is in 5 different months: june, may, september, february, july
1. the fan of trance is the person driving the train
2. the fan of reggae is the person who's birthday is in september
3. the fan of rock is the palace house
4. the person driving the subway is on the left of the person driving the snowmobile
5. the person driving the subway is the wooden house
6. the architect is the person who's birthday is in may
7. the person driving the quad-bike is the mechanic
8. the gothic-revival house is in the middle
9. the fan of folk is on the far left
10. the librarian is on the left or right of the person who's birthday is in june
11. the person who's birthday is in julys is on the left or right of the mechanic
12. the motorbikemaster is the ranch-style house
13. the fan of ambient is the bartender
14. the fan of folk is on the left or right of the person driving the motorbike
15. the librarian is on the left or right of the futuristic house 

 After solving tell me where is **rock**. Give the answer in the format **rock:Num**."	rock	rock:2	6
"Solve the following logic puzzle: 
The people use 5 different means of transport: motorbike, subway, train, snowmobile, quad-bike
The people prefer 5 different music-genres: trance, rock, ambient, folk, reggae
House: ranch-style, wooden, gothic-revival, palace, futuristic
The people have 5 different jobs:  motorbikemaster, mechanic, architect, bartender, librarian
The people's birthday is in 5 different months: june, may, september, february, july
1. the fan of trance is the person driving the train
2. the fan of reggae is the person who's birthday is in september
3. the fan of rock is the palace house
4. the person driving the subway is on the left of the person driving the snowmobile
5. the person driving the subway is the wooden house
6. the architect is the person who's birthday is in may
7. the person driving the quad-bike is the mechanic
8. the gothic-revival house is in the middle
9. the fan of folk is on the far left
10. the librarian is on the left or right of the person who's birthday is in june
11. the person who's birthday is in julys is on the left or right of the mechanic
12. the motorbikemaster is the ranch-style house
13. the fan of ambient is the bartender
14. the fan of folk is on the left or right of the person driving the motorbike
15. the librarian is on the left or right of the futuristic house 

 After solving tell me where is **ambient**. Give the answer in the format **ambient:Num**."	ambient	ambient:4	7
"Solve the following logic puzzle: 
The people use 5 different means of transport: motorbike, subway, train, snowmobile, quad-bike
The people prefer 5 different music-genres: trance, rock, ambient, folk, reggae
House: ranch-style, wooden, gothic-revival, palace, futuristic
The people have 5 different jobs:  motorbikemaster, mechanic, architect, bartender, librarian
The people's birthday is in 5 different months: june, may, september, february, july
1. the fan of trance is the person driving the train
2. the fan of reggae is the person who's birthday is in september
3. the fan of rock is the palace house
4. the person driving the subway is on the left of the person driving the snowmobile
5. the person driving the subway is the wooden house
6. the architect is the person who's birthday is in may
7. the person driving the quad-bike is the mechanic
8. the gothic-revival house is in the middle
9. the fan of folk is on the far left
10. the librarian is on the left or right of the person who's birthday is in june
11. the person who's birthday is in julys is on the left or right of the mechanic
12. the motorbikemaster is the ranch-style house
13. the fan of ambient is the bartender
14. the fan of folk is on the left or right of the person driving the motorbike
15. the librarian is on the left or right of the futuristic house 

 After solving tell me where is **folk**. Give the answer in the format **folk:Num**."	folk	folk:1	1
"Solve the following logic puzzle: 
The people use 5 different means of transport: motorbike, subway, train, snowmobile, quad-bike
The people prefer 5 different music-genres: trance, rock, ambient, folk, reggae
House: ranch-style, wooden, gothic-revival, palace, futuristic
The people have 5 different jobs:  motorbikemaster, mechanic, architect, bartender, librarian
The people's birthday is in 5 different months: june, may, september, february, july
1. the fan of trance is the person driving the train
2. the fan of reggae is the person who's birthday is in september
3. the fan of rock is the palace house
4. the person driving the subway is on the left of the person driving the snowmobile
5. the person driving the subway is the wooden house
6. the architect is the person who's birthday is in may
7. the person driving the quad-bike is the mechanic
8. the gothic-revival house is in the middle
9. the fan of folk is on the far left
10. the librarian is on the left or right of the person who's birthday is in june
11. the person who's birthday is in julys is on the left or right of the mechanic
12. the motorbikemaster is the ranch-style house
13. the fan of ambient is the bartender
14. the fan of folk is on the left or right of the person driving the motorbike
15. the librarian is on the left or right of the futuristic house 

 After solving tell me where is **reggae**. Give the answer in the format **reggae:Num**."	reggae	reggae:5	7
