"Solve the following logic puzzle: 
There 5 different types of food: onion, zucchini, carrot, radish, lettuce
The people prefer 5 different music-genres: indie, pop, techno, electronic, trance
House: colonial, victorian, gothic-revival, townhouse, futuristic
5 different games are played: go, domino, monopoly, mah-jongg, chess
The people grow 5 different varities of flowers: azalea, marigold, dahlia, orchid, bellflower
1. the fan of indie is the person eating onion
2. the fan of pop is the person who grows azalea
3. the person playing go is the person eating zucchini
4. the fan of techno is the person playing domino
5. the person eating zucchini is to the right of the person eating carrot
6. the colonial house is the person who grows bellflower
7. the victorian house is the person eating radish
8. the person playing monopoly is in the middle
9. the fan of electronic is on the far left
10. the gothic-revival house is on the left or right of the person who grows marigold
11. the victorian house is to the left or right of the person who grows orchid
12. the townhouse house is the person playing mah-jongg
13. the fan of trance is the futuristic house
14. the fan of electronic is to the left or right of the person eating lettuce 

 After solving tell me where is **onion**. Give the answer in the format **onion:Num**."	onion	onion:3	8
"Solve the following logic puzzle: 
There 5 different types of food: onion, zucchini, carrot, radish, lettuce
The people prefer 5 different music-genres: indie, pop, techno, electronic, trance
House: colonial, victorian, gothic-revival, townhouse, futuristic
5 different games are played: go, domino, monopoly, mah-jongg, chess
The people grow 5 different varities of flowers: azalea, marigold, dahlia, orchid, bellflower
1. the fan of indie is the person eating onion
2. the fan of pop is the person who grows azalea
3. the person playing go is the person eating zucchini
4. the fan of techno is the person playing domino
5. the person eating zucchini is to the right of the person eating carrot
6. the colonial house is the person who grows bellflower
7. the victorian house is the person eating radish
8. the person playing monopoly is in the middle
9. the fan of electronic is on the far left
10. the gothic-revival house is on the left or right of the person who grows marigold
11. the victorian house is to the left or right of the person who grows orchid
12. the townhouse house is the person playing mah-jongg
13. the fan of trance is the futuristic house
14. the fan of electronic is to the left or right of the person eating lettuce 

 After solving tell me where is **zucchini**. Give the answer in the format **zucchini:Num**."	zucchini	zucchini:5	6
"Solve the following logic puzzle: 
There 5 different types of food: onion, zucchini, carrot, radish, lettuce
The people prefer 5 different music-genres: indie, pop, techno, electronic, trance
House: colonial, victorian, gothic-revival, townhouse, futuristic
5 different games are played: go, domino, monopoly, mah-jongg, chess
The people grow 5 different varities of flowers: azalea, marigold, dahlia, orchid, bellflower
1. the fan of indie is the person eating onion
2. the fan of pop is the person who grows azalea
3. the person playing go is the person eating zucchini
4. the fan of techno is the person playing domino
5. the person eating zucchini is to the right of the person eating carrot
6. the colonial house is the person who grows bellflower
7. the victorian house is the person eating radish
8. the person playing monopoly is in the middle
9. the fan of electronic is on the far left
10. the gothic-revival house is on the left or right of the person who grows marigold
11. the victorian house is to the left or right of the person who grows orchid
12. the townhouse house is the person playing mah-jongg
13. the fan of trance is the futuristic house
14. the fan of electronic is to the left or right of the person eating lettuce 

 After solving tell me where is **carrot**. Give the answer in the format **carrot:Num**."	carrot	carrot:4	6
"Solve the following logic puzzle: 
There 5 different types of food: onion, zucchini, carrot, radish, lettuce
The people prefer 5 different music-genres: indie, pop, techno, electronic, trance
House: colonial, victorian, gothic-revival, townhouse, futuristic
5 different games are played: go, domino, monopoly, mah-jongg, chess
The people grow 5 different varities of flowers: azalea, marigold, dahlia, orchid, bellflower
1. the fan of indie is the person eating onion
2. the fan of pop is the person who grows azalea
3. the person playing go is the person eating zucchini
4. the fan of techno is the person playing domino
5. the person eating zucchini is to the right of the person eating carrot
6. the colonial house is the person who grows bellflower
7. the victorian house is the person eating radish
8. the person playing monopoly is in the middle
9. the fan of electronic is on the far left
10. the gothic-revival house is on the left or right of the person who grows marigold
11. the victorian house is to the left or right of the person who grows orchid
12. the townhouse house is the person playing mah-jongg
13. the fan of trance is the futuristic house
14. the fan of electronic is to the left or right of the person eating lettuce 

 After solving tell me where is **radish**. Give the answer in the format **radish:Num**."	radish	radish:1	3
"Solve the following logic puzzle: 
There 5 different types of food: onion, zucchini, carrot, radish, lettuce
The people prefer 5 different music-genres: indie, pop, techno, electronic, trance
House: colonial, victorian, gothic-revival, townhouse, futuristic
5 different games are played: go, domino, monopoly, mah-jongg, chess
The people grow 5 different varities of flowers: azalea, marigold, dahlia, orchid, bellflower
1. the fan of indie is the person eating onion
2. the fan of pop is the person who grows azalea
3. the person playing go is the person eating zucchini
4. the fan of techno is the person playing domino
5. the person eating zucchini is to the right of the person eating carrot
6. the colonial house is the person who grows bellflower
7. the victorian house is the person eating radish
8. the person playing monopoly is in the middle
9. the fan of electronic is on the far left
10. the gothic-revival house is on the left or right of the person who grows marigold
11. the victorian house is to the left or right of the person who grows orchid
12. the townhouse house is the person playing mah-jongg
13. the fan of trance is the futuristic house
14. the fan of electronic is to the left or right of the person eating lettuce 

 After solving tell me where is **lettuce**. Give the answer in the format **lettuce:Num**."	lettuce	lettuce:2	2
"Solve the following logic puzzle: 
There 5 different types of food: onion, zucchini, carrot, radish, lettuce
The people prefer 5 different music-genres: indie, pop, techno, electronic, trance
House: colonial, victorian, gothic-revival, townhouse, futuristic
5 different games are played: go, domino, monopoly, mah-jongg, chess
The people grow 5 different varities of flowers: azalea, marigold, dahlia, orchid, bellflower
1. the fan of indie is the person eating onion
2. the fan of pop is the person who grows azalea
3. the person playing go is the person eating zucchini
4. the fan of techno is the person playing domino
5. the person eating zucchini is to the right of the person eating carrot
6. the colonial house is the person who grows bellflower
7. the victorian house is the person eating radish
8. the person playing monopoly is in the middle
9. the fan of electronic is on the far left
10. the gothic-revival house is on the left or right of the person who grows marigold
11. the victorian house is to the left or right of the person who grows orchid
12. the townhouse house is the person playing mah-jongg
13. the fan of trance is the futuristic house
14. the fan of electronic is to the left or right of the person eating lettuce 

 After solving tell me where is **indie**. Give the answer in the format **indie:Num**."	indie	indie:3	8
"Solve the following logic puzzle: 
There 5 different types of food: onion, zucchini, carrot, radish, lettuce
The people prefer 5 different music-genres: indie, pop, techno, electronic, trance
House: colonial, victorian, gothic-revival, townhouse, futuristic
5 different games are played: go, domino, monopoly, mah-jongg, chess
The people grow 5 different varities of flowers: azalea, marigold, dahlia, orchid, bellflower
1. the fan of indie is the person eating onion
2. the fan of pop is the person who grows azalea
3. the person playing go is the person eating zucchini
4. the fan of techno is the person playing domino
5. the person eating zucchini is to the right of the person eating carrot
6. the colonial house is the person who grows bellflower
7. the victorian house is the person eating radish
8. the person playing monopoly is in the middle
9. the fan of electronic is on the far left
10. the gothic-revival house is on the left or right of the person who grows marigold
11. the victorian house is to the left or right of the person who grows orchid
12. the townhouse house is the person playing mah-jongg
13. the fan of trance is the futuristic house
14. the fan of electronic is to the left or right of the person eating lettuce 

 After solving tell me where is **pop**. Give the answer in the format **pop:Num**."	pop	pop:4	8
"Solve the following logic puzzle: 
There 5 different types of food: onion, zucchini, carrot, radish, lettuce
The people prefer 5 different music-genres: indie, pop, techno, electronic, trance
House: colonial, victorian, gothic-revival, townhouse, futuristic
5 different games are played: go, domino, monopoly, mah-jongg, chess
The people grow 5 different varities of flowers: azalea, marigold, dahlia, orchid, bellflower
1. the fan of indie is the person eating onion
2. the fan of pop is the person who grows azalea
3. the person playing go is the person eating zucchini
4. the fan of techno is the person playing domino
5. the person eating zucchini is to the right of the person eating carrot
6. the colonial house is the person who grows bellflower
7. the victorian house is the person eating radish
8. the person playing monopoly is in the middle
9. the fan of electronic is on the far left
10. the gothic-revival house is on the left or right of the person who grows marigold
11. the victorian house is to the left or right of the person who grows orchid
12. the townhouse house is the person playing mah-jongg
13. the fan of trance is the futuristic house
14. the fan of electronic is to the left or right of the person eating lettuce 

 After solving tell me where is **techno**. Give the answer in the format **techno:Num**."	techno	techno:2	4
"Solve the following logic puzzle: 
There 5 different types of food: onion, zucchini, carrot, radish, lettuce
The people prefer 5 different music-genres: indie, pop, techno, electronic, trance
House: colonial, victorian, gothic-revival, townhouse, futuristic
5 different games are played: go, domino, monopoly, mah-jongg, chess
The people grow 5 different varities of flowers: azalea, marigold, dahlia, orchid, bellflower
1. the fan of indie is the person eating onion
2. the fan of pop is the person who grows azalea
3. the person playing go is the person eating zucchini
4. the fan of techno is the person playing domino
5. the person eating zucchini is to the right of the person eating carrot
6. the colonial house is the person who grows bellflower
7. the victorian house is the person eating radish
8. the person playing monopoly is in the middle
9. the fan of electronic is on the far left
10. the gothic-revival house is on the left or right of the person who grows marigold
11. the victorian house is to the left or right of the person who grows orchid
12. the townhouse house is the person playing mah-jongg
13. the fan of trance is the futuristic house
14. the fan of electronic is to the left or right of the person eating lettuce 

 After solving tell me where is **electronic**. Give the answer in the format **electronic:Num**."	electronic	electronic:1	1
"Solve the following logic puzzle: 
There 5 different types of food: onion, zucchini, carrot, radish, lettuce
The people prefer 5 different music-genres: indie, pop, techno, electronic, trance
House: colonial, victorian, gothic-revival, townhouse, futuristic
5 different games are played: go, domino, monopoly, mah-jongg, chess
The people grow 5 different varities of flowers: azalea, marigold, dahlia, orchid, bellflower
1. the fan of indie is the person eating onion
2. the fan of pop is the person who grows azalea
3. the person playing go is the person eating zucchini
4. the fan of techno is the person playing domino
5. the person eating zucchini is to the right of the person eating carrot
6. the colonial house is the person who grows bellflower
7. the victorian house is the person eating radish
8. the person playing monopoly is in the middle
9. the fan of electronic is on the far left
10. the gothic-revival house is on the left or right of the person who grows marigold
11. the victorian house is to the left or right of the person who grows orchid
12. the townhouse house is the person playing mah-jongg
13. the fan of trance is the futuristic house
14. the fan of electronic is to the left or right of the person eating lettuce 

 After solving tell me where is **trance**. Give the answer in the format **trance:Num**."	trance	trance:5	8
"Solve the following logic puzzle: 
There 5 different types of food: onion, zucchini, carrot, radish, lettuce
The people prefer 5 different music-genres: indie, pop, techno, electronic, trance
House: colonial, victorian, gothic-revival, townhouse, futuristic
5 different games are played: go, domino, monopoly, mah-jongg, chess
The people grow 5 different varities of flowers: azalea, marigold, dahlia, orchid, bellflower
1. the fan of indie is the person eating onion
2. the fan of pop is the person who grows azalea
3. the person playing go is the person eating zucchini
4. the fan of techno is the person playing domino
5. the person eating zucchini is to the right of the person eating carrot
6. the colonial house is the person who grows bellflower
7. the victorian house is the person eating radish
8. the person playing monopoly is in the middle
9. the fan of electronic is on the far left
10. the gothic-revival house is on the left or right of the person who grows marigold
11. the victorian house is to the left or right of the person who grows orchid
12. the townhouse house is the person playing mah-jongg
13. the fan of trance is the futuristic house
14. the fan of electronic is to the left or right of the person eating lettuce 

 After solving tell me where is **colonial**. Give the answer in the format **colonial:Num**."	colonial	colonial:3	8
"Solve the following logic puzzle: 
There 5 different types of food: onion, zucchini, carrot, radish, lettuce
The people prefer 5 different music-genres: indie, pop, techno, electronic, trance
House: colonial, victorian, gothic-revival, townhouse, futuristic
5 different games are played: go, domino, monopoly, mah-jongg, chess
The people grow 5 different varities of flowers: azalea, marigold, dahlia, orchid, bellflower
1. the fan of indie is the person eating onion
2. the fan of pop is the person who grows azalea
3. the person playing go is the person eating zucchini
4. the fan of techno is the person playing domino
5. the person eating zucchini is to the right of the person eating carrot
6. the colonial house is the person who grows bellflower
7. the victorian house is the person eating radish
8. the person playing monopoly is in the middle
9. the fan of electronic is on the far left
10. the gothic-revival house is on the left or right of the person who grows marigold
11. the victorian house is to the left or right of the person who grows orchid
12. the townhouse house is the person playing mah-jongg
13. the fan of trance is the futuristic house
14. the fan of electronic is to the left or right of the person eating lettuce 

 After solving tell me where is **victorian**. Give the answer in the format **victorian:Num**."	victorian	victorian:1	3
"Solve the following logic puzzle: 
There 5 different types of food: onion, zucchini, carrot, radish, lettuce
The people prefer 5 different music-genres: indie, pop, techno, electronic, trance
House: colonial, victorian, gothic-revival, townhouse, futuristic
5 different games are played: go, domino, monopoly, mah-jongg, chess
The people grow 5 different varities of flowers: azalea, marigold, dahlia, orchid, bellflower
1. the fan of indie is the person eating onion
2. the fan of pop is the person who grows azalea
3. the person playing go is the person eating zucchini
4. the fan of techno is the person playing domino
5. the person eating zucchini is to the right of the person eating carrot
6. the colonial house is the person who grows bellflower
7. the victorian house is the person eating radish
8. the person playing monopoly is in the middle
9. the fan of electronic is on the far left
10. the gothic-revival house is on the left or right of the person who grows marigold
11. the victorian house is to the left or right of the person who grows orchid
12. the townhouse house is the person playing mah-jongg
13. the fan of trance is the futuristic house
14. the fan of electronic is to the left or right of the person eating lettuce 

 After solving tell me where is **gothic-revival**. Give the answer in the format **gothic-revival:Num**."	gothic-revival	gothic-revival:2	9
"Solve the following logic puzzle: 
There 5 different types of food: onion, zucchini, carrot, radish, lettuce
The people prefer 5 different music-genres: indie, pop, techno, electronic, trance
House: colonial, victorian, gothic-revival, townhouse, futuristic
5 different games are played: go, domino, monopoly, mah-jongg, chess
The people grow 5 different varities of flowers: azalea, marigold, dahlia, orchid, bellflower
1. the fan of indie is the person eating onion
2. the fan of pop is the person who grows azalea
3. the person playing go is the person eating zucchini
4. the fan of techno is the person playing domino
5. the person eating zucchini is to the right of the person eating carrot
6. the colonial house is the person who grows bellflower
7. the victorian house is the person eating radish
8. the person playing monopoly is in the middle
9. the fan of electronic is on the far left
10. the gothic-revival house is on the left or right of the person who grows marigold
11. the victorian house is to the left or right of the person who grows orchid
12. the townhouse house is the person playing mah-jongg
13. the fan of trance is the futuristic house
14. the fan of electronic is to the left or right of the person eating lettuce 

 After solving tell me where is **townhouse**. Give the answer in the format **townhouse:Num**."	townhouse	townhouse:4	7
"Solve the following logic puzzle: 
There 5 different types of food: onion, zucchini, carrot, radish, lettuce
The people prefer 5 different music-genres: indie, pop, techno, electronic, trance
House: colonial, victorian, gothic-revival, townhouse, futuristic
5 different games are played: go, domino, monopoly, mah-jongg, chess
The people grow 5 different varities of flowers: azalea, marigold, dahlia, orchid, bellflower
1. the fan of indie is the person eating onion
2. the fan of pop is the person who grows azalea
3. the person playing go is the person eating zucchini
4. the fan of techno is the person playing domino
5. the person eating zucchini is to the right of the person eating carrot
6. the colonial house is the person who grows bellflower
7. the victorian house is the person eating radish
8. the person playing monopoly is in the middle
9. the fan of electronic is on the far left
10. the gothic-revival house is on the left or right of the person who grows marigold
11. the victorian house is to the left or right of the person who grows orchid
12. the townhouse house is the person playing mah-jongg
13. the fan of trance is the futuristic house
14. the fan of electronic is to the left or right of the person eating lettuce 

 After solving tell me where is **futuristic**. Give the answer in the format **futuristic:Num**."	futuristic	futuristic:5	8
"Solve the following logic puzzle: 
There 5 different types of food: onion, zucchini, carrot, radish, lettuce
The people prefer 5 different music-genres: indie, pop, techno, electronic, trance
House: colonial, victorian, gothic-revival, townhouse, futuristic
5 different games are played: go, domino, monopoly, mah-jongg, chess
The people grow 5 different varities of flowers: azalea, marigold, dahlia, orchid, bellflower
1. the fan of indie is the person eating onion
2. the fan of pop is the person who grows azalea
3. the person playing go is the person eating zucchini
4. the fan of techno is the person playing domino
5. the person eating zucchini is to the right of the person eating carrot
6. the colonial house is the person who grows bellflower
7. the victorian house is the person eating radish
8. the person playing monopoly is in the middle
9. the fan of electronic is on the far left
10. the gothic-revival house is on the left or right of the person who grows marigold
11. the victorian house is to the left or right of the person who grows orchid
12. the townhouse house is the person playing mah-jongg
13. the fan of trance is the futuristic house
14. the fan of electronic is to the left or right of the person eating lettuce 

 After solving tell me where is **go**. Give the answer in the format **go:Num**."	go	go:5	6
"Solve the following logic puzzle: 
There 5 different types of food: onion, zucchini, carrot, radish, lettuce
The people prefer 5 different music-genres: indie, pop, techno, electronic, trance
House: colonial, victorian, gothic-revival, townhouse, futuristic
5 different games are played: go, domino, monopoly, mah-jongg, chess
The people grow 5 different varities of flowers: azalea, marigold, dahlia, orchid, bellflower
1. the fan of indie is the person eating onion
2. the fan of pop is the person who grows azalea
3. the person playing go is the person eating zucchini
4. the fan of techno is the person playing domino
5. the person eating zucchini is to the right of the person eating carrot
6. the colonial house is the person who grows bellflower
7. the victorian house is the person eating radish
8. the person playing monopoly is in the middle
9. the fan of electronic is on the far left
10. the gothic-revival house is on the left or right of the person who grows marigold
11. the victorian house is to the left or right of the person who grows orchid
12. the townhouse house is the person playing mah-jongg
13. the fan of trance is the futuristic house
14. the fan of electronic is to the left or right of the person eating lettuce 

 After solving tell me where is **domino**. Give the answer in the format **domino:Num**."	domino	domino:2	4
